"","state","state_abbreviation.x","state_fips_code.x","closed_k_12_public_schools","closed_day_cares","banned_visitors_to_nursing_homes","closed_other_non_essential_businesses","closed_restaurants","closed_gyms","closed_movie_theaters","closed_bars","closed_casinos","mention_of_tribal_casinos","closed_businesses_overnight","began_to_reopen_businesses_statewide","reopened_restaurants","initially_reopened_restaurants_for_outdoor_dining_only","reopened_gyms","reopened_movie_theaters","reopened_hair_salons_barber_shops","reopened_religious_gatherings","reopened_other_non_essential_retail","reopened_bars","reopened_child_care","reopened_casinos","allowed_businesses_to_reopen_overnight","began_to_re_close_bars","closed_bars_x2","closed_movie_theaters_x2","closed_gyms_x2","closed_hair_salons_barber_shops_x2","closed_restaurants_x2","closed_casinos_x2","reopened_restaurants_x2","reopened_bars_x2","reopened_gyms_x2","reopened_movie_theaters_x2","reopened_casinos_x2","closed_bars_x3","closed_restaurants_x3","reopened_restaurants_x3","x.x","school_day_care_notes","nursing_home_notes","religious_gathering_notes","restaurant_notes","bar_notes","gym_notes","movie_theater_notes","business_notes","casino_notes","overnight_closure_notes","state_abbreviation.y","state_fips_code.y","public_face_mask_mandate","second_mandate_for_facemasks_by_all_individuals_in_public_places","face_mask_mandate_enforced_by_fines","face_mask_mandate_enforced_by_criminal_charge_citation","no_legal_enforcement_of_face_mask_mandate","business_face_mask_mandate","end_face_mask_mandate","attempt_by_state_government_to_prevent_local_governments_from_implementing_face_mask_orders","x.y","notes.x","state_abbreviation.x.x","state_fips_code.x.x","snap_waiver_emergency_allotments_to_current_snap_households","snap_waiver_pandemic_ebt","snap_waiver_temporary_suspension_of_claims_collection","x2020_q1_snap_abawd_time_limit_waiver","state_abbreviation.y.y","state_fips_code.y.y","overall_eviction_moratorium_start","overall_eviction_moratorium_expiration","second_overall_eviction_moratorium_start","second_overall_eviction_moratorium_end","third_overall_eviction_moratorium_start","third_overall_eviction_moratorium_end","freeze_initiation_of_evictions","lift_freeze_of_eviction_initiation","second_freeze_of_eviction_initiation","lift_second_freeze_of_eviction_initiation","suspend_court_hearings_for_evictions","resume_court_hearings_for_evictions","second_suspension_of_court_hearings_for_evictions","second_resumption_of_court_hearings_for_evictions","freeze_enforcement_of_evictions","lift_freeze_of_eviction_enforcement","second_freeze_of_eviction_enforcement","lift_second_freeze_of_eviction_enforcement","covid_19_hardship_start","covid_19_hardship_expiration","second_covid_19_hardship_start","second_covid_19_hardship_expiration","cares_act_pleading_start","cares_act_pleading_end","cdc_start","cdc_end","state_abbreviation.x.x.x","state_fips_code.x.x.x","quarantine_mandate_for_some_travelers","quarantine_mandate_for_all_travelers","quarantine_mandate_ended","x.x.x","notes.y","state_abbreviation.y.y.y","state_fips_code.y.y.y","x2015_minimum_wage","x2016_minimum_wage","x2017_minimum_wage","x2018_minimum_wage","x2019_minimum_wage","jan_1_2020_minimum_wage","jul_1_2020_minimum_wage","sept_1_2020_minimum_wage","oct_1_2020_minimum_wage","x2020_minimum_wage_for_tipped_workers","x2021_minimum_wage","different_minimum_wage_for_smaller_businesses","x.y.y","notes.x.x","state_abbreviation.x.x.x.x","state_fips_code.x.x.x.x","minimum_total_earnings_required_in_the_base_period_to_qualify_for_ui","x_of_quarters_needed_with_wages_number_of_calendar_quarters_with_earnings_in_the_base_period_needed_to_qualify_for_ui","minimum_total_earnings_required_outside_the_highest_earning_calendar_quarter_of_the_base_period_to_qualify_for_ui","require_earnings_in_the_last_two_calendar_quarters_of_the_base_period_in_order_to_qualify_for_ui","earnings_in_base_period_required_to_receive_a_300_weekly_benefit_amount_for_ui","taxable_wage_amount","minimum_tax_rate","maximum_tax_rate","average_benefit_amount_august","x.x.x.x","notes.y.y","state_abbreviation.y.y.y.y","state_fips_code.y.y.y.y","population_density_per_square_mile","population_2018","square_miles","number_homeless_2019","percent_unemployed_2018","percent_living_under_the_federal_poverty_line_2018","percent_at_risk_for_serious_illness_due_to_covid","all_cause_deaths_2018","mental_health_professionals_per_100_000_population_in_2019","were_there_casino_s_in_state_land_and_non_land_based","state_has_at_least_one_american_indian_alaskan_native_reservation","state_abbreviation.x.x.x.x.x","state_fips_code.x.x.x.x.x","stay_at_home_shelter_in_place","religious_gatherings_exempt_without_clear_social_distance_mandate","stay_at_home_order_issued_but_did_not_specifically_restrict_movement_of_the_general_public","end_stay_at_home_shelter_in_place","x.y.y.y","notes","state_abbreviation.y.y.y.y.y","state_fips_code.y.y.y.y.y","no_state_unemployment_waiting_period_prior_to_pandemic_or_date_waiting_period_waived_not_found","waived_one_week_waiting_period_for_ui","reinstated_one_week_waiting_period_for_ui","waive_work_search_requirement_for_ui","reinstated_work_search_requirement_for_ui","expand_eligibility_of_unemployment_insurance_to_anyone_who_is_quarantined_and_or_taking_care_of_someone_who_is_quarantined","expand_eligibility_for_ui_to_high_risk_individuals_in_preventative_quarantine","expand_eligibility_of_ui_to_those_who_have_lost_childcare_school_closures","extend_the_amount_of_time_an_individual_can_be_on_ui","weekly_unemployment_insurance_maximum_amount_dollars","weekly_ui_maximum_amount_with_extra_stimulus_through_july_31_2020_dollars","unemployment_insurance_maximum_duration_weeks","ui_maximum_duration_with_pandemic_emergency_unemployment_compensation_cares_extension_weeks","extended_benefits_program_activated","extended_benefits_program_deactivated","total_unemployment_rate_at_extended_benefits_program_shutoff","total_unemployment_rate_relative_to_prior_year","total_unemployment_rate_relative_to_second_prior_year","x20_week_extended_benefits_program_activated","x20_week_extended_benefits_program_deactivated","x","ui_notes","eb_notes","state_abbreviation","state_fips_code","utilities_shutoff_moratorium_start","utilities_shutoff_moratorium_expiration","second_utilities_shutoff_moratorium_start","utilities_reconnection_start","utilities_reconnection_end"
"22","Massachusetts","MA",25,"3/17/2020","3/23/2020","3/16/2020","3/24/2020","3/17/2020","3/24/2020","3/24/2020","3/17/2020","3/14/2020",0,"11/6/2020","5/18/2020","6/8/2020",1,"7/13/2020","7/13/2020","5/25/2020","5/18/2020","6/8/2020","0","6/8/2020","7/6/2020","1/25/2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","MA- reopen outdoor dining 6/8; reopen indoor dining 6/22 ","","MA - Reopen gyms 7/6 for most of state but excluded Boston","MA-reopen theaters 7/6 for most of state but excluded boston","MA - 5/18 just applies to manufacturing and construction; 6/8 retail, childcare/camps, restaurants, warehouses, personal services without close physical contact","MA- 3/14 Massachusetts Gaming Commission voted unanimously to temporarily suspend operation at the state’s three casino properties, including Encore Boston Harbor, MGM Springfield and Plainridge Park Casino. 3/24 EO also included language suspending operations for Casino's in MA. ","MA - Accompanied by the stay-at-home advisory, dine-in restaurants; arcades and other indoor and outdoor recreation; indoor and outdoor events; indoor and outdoor theaters, movie theaters, and performance venues; youth and adult amateur sports activities; golf facilities; recreational boating  businesses; outdoor recreational experiences and educational activities; casinos, horse racing tracks, and simulcast facilities; driving and flight schools; zoos, botanical gardens, wildlife reserves, and nature centers; close contact personal services; fitness centers and health clubs; indoor and outdoor pools (public and semi-public swimming pools); and museums/cultural & historical facilities/guided tours must have last call services at 9:30 PM and close completely from 10PM-5AM until 5AM on 1/25/2021. This order did not cease service for take-out or delivery food services after 10PM. ","MA",25,"5/6/2020","0",1,0,0,"5/6/2020","0","0",NA,"","MA",25,"3/25/2020","4/17/2020","4/10/2020",1,"MA",25,"3/13/2020","10/18/2020","0","0","0","0","4/20/2020","10/18/2020","0","0","3/13/2020","10/18/2020","0","0","4/20/2020","10/18/2020","0","0","0","0","0","0","0","0","9/4/2020","1/31/2021","MA",25,"7/1/2020","3/27/2020","0",NA,"MA-On 6/30/2020, the state's mandatory self-quarantine order for all out-of-state travelers was revised, so that visitors from multiple states, including Rhode Island, Connecticut, Vermont, New Hampshire, Maine, New York, and New Jersey, would no longer be required to self-quarantine. updated 8/01/2020 out of state visitors coming in from states other than those under exemption are required to fill out a reporting form and get a COVID test. ","MA",25,"$9.00","$10.00","$11.00","$11.00","$12.75","$12.75","$12.75","$12.75","$12.75","$4.95","$13.50",0,NA,"","MA",25,"5100",1,0,0,"31200",15000,0.94,14.37,"$396.96",NA,"","MA",25,653.98,6902149,10554,18471,4.8,10,34.6,59152,626.6,1,1,"MA",25,"3/24/2020",0,"0","5/18/2020",NA,"MA - Stay-at-home order replaced 5/18 with safer-at-home advisory","MA",25,0,"3/18/2020","0",1,1,1,0,0,0,"823","1423","26","39","5/3/2020","0","-","-","-","7/5/2020","1/16/2021",NA,"MA - Work search requirement waived so long as the claimant is on “standby” and takes reasonable measures to maintain contact with the employer","MA - 20-week EB activation date officially shows up on 11/22 notice","MA",25,"3/24/2020","11/16/2020","0","0","0"
"23","Michigan","MI",26,"3/16/2020","3/24/2020","3/14/2020","3/24/2020","3/16/2020","3/16/2020","3/16/2020","3/16/2020","03/16/2020",0,"2/1/2021","5/26/2020","6/8/2020",0,"9/9/2020","10/9/2020","6/15/2020","0","6/4/2020","6/8/2020","6/8/2020","08/05/2020","0","7/1/2020","7/31/2020","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","MI - Dining reopened 6/8 outdoor in some regions(or straight to indoor for some regions); 5/18 allow restaurants in some parts of the state to reopen, not a statewide order; 7/31 EO closed indoor seating in bars throughout the state but excluded regions 6 and 8. Resturants that get 70% or more of their profits from alcohol sales based on 2019 recipts are considered bars","MI - 7/1 governor closed bars in most but not all of the state via executive order, indoor service only. Outdoor service still permitted. 7/28 governor expanded this closure. 9/3 states that bars must close for indoor service but that both bars and restaurants are permitted to serve customers outdoors with social distancing restrictions in place","MI - Reopen gyms in northern Michigan 6/12; 7/31 EO closed gyms throughout the state but excluded regions 6 and 8","MI - 7/31 EO closed entertainment venues throughout the state but excluded regions 6 and 8","MI - 5/18 allow retail and restaurants to reopen in some regions of the state; does not apply to entire state; 5/26 reopen some retail and car dealerships; 6/4 reopen retail for entire state","","MI - Food service establishments, or the food service establishment portion of a multi-purpose venue, must cease indoor dining between 10:00 PM and 4:00 AM until 3/29/2021.","MI",26,"4/27/2020","0",1,1,0,"4/26/2020","0","0",NA,"MI - 7/10 order with penalties of $500 for those who refuse to wear face masks in public areas","MI",26,"3/24/2020","4/9/2020","4/9/2020",1,"MI",26,"3/20/2020","7/16/2020","0","0","0","0","3/20/2020","7/16/2020","0","0","0","0","0","0","3/20/2020","7/16/2020","0","0","0","0","0","0","3/27/2020","7/26/2020","10/22/2020","4/1/2021","MI",26,"0","0","0",NA,"","MI",26,"$8.15","$8.50","$8.90","$9.25","$9.65","$9.65","$9.65","$9.65","$9.65","$3.67","$9.65",1,NA,"MI - Minimum wage rates applicable to employers of two or more","MI",26,"5501",2,1834,0,"10975.61",9000,0,6.3,"$297.61",NA,"","MI",26,103.36,9995915,96714,8575,5.3,14.1,41.2,98903,265.4,1,1,"MI",26,"3/24/2020",1,"0","6/1/2020",NA,"","MI",26,1,"0","0",1,1,1,1,1,1,"362","962","26","33","4/26/2020","0","-","-","-","11/8/2020","0",NA,"","MI - TUR drops below 8 on 11/22 notice, but 20-week EB not said to deactivate (This may be a data presentation error and should be investigated further); Based on the more recent notices, 20-week EB deactivation date has been treated as not occurring yet","MI",26,"0","0","0","3/28/2020","10/2/2020"
"24","Minnesota","MN",27,"3/18/2020","0","0","3/28/2020","3/17/2020","3/17/2020","3/17/2020","3/17/2020","0",0,"11/13/2020","4/27/2020","6/1/2020",1,"6/10/2020","6/10/2020","6/1/2020","5/18/2020","5/18/2020","6/10/2020","0","0","0","11/21/2020","11/21/2020","11/21/2020","11/21/2020","0","11/21/2020","0","0","0","0","0","0","0","0","0",NA,"","MN - 3/16 EO allowed veterans homes to implement CMS guidelines from 3/13; no formal EOs regarding closure of nursing homes outside of this category","","MN-6/1 reopen restaurants for outdoor dining only","","","","MN - 4/27 allowed employees in certain agricultural, industrial and office settings to return to work; 5/18 open retail ","","MN - Restaurants, food courts, cafes, coffeehouses, bars, taverns, brewer taprooms, micro distiller cocktail rooms, farm wineries, craft wineries, cideries, golf courses and clubs, dining clubs, tobacco product shops, and other Places of Public Accommodation offering food, beverages (including alcoholic beverages), or tobacco products for on-premises consumption must close dine-in service from 11PM-4AM. This order did not cease service for take-out, window service, walk-up service, drive-up, or delivery food services after 11PM.  ","MN",27,"7/24/2020","0",0,0,0,"6/1/2020","0","0",NA,"MN- recommended but not required","MN",27,"4/13/2020","5/27/2020","4/13/2020",1,"MN",27,"3/16/2020","2/13/2021","0","0","0","0","3/24/2020","2/13/2021","0","0","3/16/2020","3/23/2020","0","0","3/24/2020","2/13/2021","0","0","0","0","0","0","0","0","0","0","MN",27,"0","0","0",NA,"MN - Travelers are ""asked"" to quarantine for 14 days, but no indication of enforcement/mandate/penalty","MN",27,"$9.00","$9.50","$9.50","$9.86","$10.00","$10.00","$10.00","$10.00","$10.00","$8.15","$10.08",1,NA,"MN - Minnesota sets a lower min wage rate for enterprises with annual receipts of less than $500,000","MN",27,"2962",1,0,0,"7800",35000,0.1,9,"$372.82",NA,"","MN",27,64.54,5611179,86936,7977,3.4,9.6,33.9,44745,250.7,1,1,"MN",27,"3/28/2020",0,"0","5/18/2020",NA,"","MN",27,0,"4/6/2020","0",0,0,1,0,1,0,"740","1340","26","39","5/3/2020","12/19/2020","5.0","152","172","8/2/2020","10/31/2020",NA,"MN - Work search requirement only waived for those temporarily out of work","","MN",27,"6/18/2020","2/13/2021","0","0","0"
"25","Mississippi","MS",28,"3/20/2020","0","3/24/2020","4/3/2020","4/3/2020","4/3/2020","4/3/2020","4/3/2020","03/16/2020",0,"5/7/2020","4/27/2020","5/7/2020",0,"5/11/2020","6/1/2020","5/11/2020","0","4/27/2020","6/1/2020","0","05/21/2020","6/15/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","","","","","MS - 10 people or less allowed at bars; MS - 4/27 retail and most non-customer facing businesses with capacity restrictions; 5/7 reopen restaurants; 5/8 personal care, gyms, 5/15 reopen tattoo parlors, dance studios","","MS - Restaurants that serve alcohol and bars must close all service at 10PM","MS",28,"8/5/2020","0",0,0,1,"5/7/2020","9/30/2020","0",NA,"MS- ordered by Governor's EO in some counties. Recommended but not required in other counties. On 8/5 masks were mandated. On 9/30 the rule was repealed. On 11/11/2020 there was an order requiring masks only in some counties but the rules do not apply statewide. ","MS",28,"3/27/2020","5/20/2020","4/10/2020",0,"MS",28,"4/3/2020","6/1/2020","0","0","0","0","0","0","0","0","0","0","0","0","4/3/2020","6/1/2020","0","0","0","0","0","0","0","0","0","0","MS",28,"0","0","0",NA,"","MS",28,"$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$2.13","$7.25",0,NA,"MS - No official state minimum wage","MS",28,"1200",2,420,0,"Max Benefit < $300",14000,0,5.4,"$184.37",NA,"","MS",28,61.66,2986530,48432,1184,7.1,19.7,42.5,32301,159,1,1,"MS",28,"4/3/2020",0,"0","4/27/2020",NA,"MS - Replaced stay-at-home order on 4/27 with safer-at-home order, which encouraged but did not mandate that individuals stay at home","MS",28,0,"3/21/2020","12/27/2020",1,2,1,0,0,0,"235","835","26","39","5/17/2020","12/19/2020","7.0","125","143","0","0",NA,"","","MS",28,"3/15/2020","5/27/2020","0","0","0"
"26","Missouri","MO",29,"3/23/2020","0","3/23/2020","4/3/2020","3/23/2020","4/3/2020","4/3/2020","3/23/2020","03/17/2020",0,"0","5/4/2020","5/4/2020",0,"5/4/2020","0","5/4/2020","5/27/2020","5/4/2020","5/4/2020","0","06/01/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"MO - Order to close schools came after most schools had already closed","","","","","","","MO - 5/4 retail and restaurants with restrictions","","MO - All curfews on county or city level","MO",29,"0","0",0,0,0,"0","0","0",NA,"MO- recommended but not required","MO",29,"3/30/2020","5/20/2020","0",0,"MO",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MO",29,"0","0","0",NA,"","MO",29,"$7.65","$7.65","$7.70","$7.85","$9.45","$9.45","$9.45","$9.45","$9.45","$4.73","$10.30",1,NA,"MO - In addition to the exemption for federally covered employment, the law exempts, among others, employees of a retail or service business with gross annual sales or business done of less than $500,000 (in regards to min wage rate)","MO",29,"2250",2,750,0,"15000",11500,0,5.4,"$238.50",NA,"","MO",29,87.89,6126452,69707,6179,4.2,13.2,40.5,63117,193.7,1,0,"MO",29,"4/6/2020",1,"0","5/4/2020",NA,"","MO",29,0,"3/18/2020","7/5/2020",1,2,1,0,0,0,"320","920","20","26","5/31/2020","10/10/2020","7.2","225","240","0","0",NA,"MO - Weekly work search requirement not required when recall date is within eight weeks of the temporary lay-off","","MO",29,"0","0","0","0","0"
"27","Montana","MT",30,"3/16/2020","0","3/15/2020","3/28/2020","3/20/2020","3/20/2020","3/20/2020","3/20/2020","03/20/2020",0,"11/20/2020","4/27/2020","5/4/2020",0,"5/15/2020","5/15/2020","4/27/2020","4/26/2020","4/27/2020","5/4/2020","0","05/04/2020","1/15/2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","","","","","MT - 4/27 retail, places of worship (4/26); 5/4 restaurants and bars; 5/15 gyms, museums, movie theaters  ","","MT - Restaurants, bars, breweries, distilleries and casinos must close from 10PM-4AM.","MT",30,"0","0",0,0,0,"7/15/2020","2/12/2021","0",NA,"MT-7/15 governor mandated face mask use in counties with four or more active COVID cases, but not a statewide order ","MT",30,"4/1/2020","6/26/2020","4/10/2020",1,"MT",30,"3/30/2020","5/25/2020","0","0","0","0","3/30/2020","5/25/2020","0","0","0","0","0","0","3/30/2020","5/25/2020","0","0","4/13/2020","5/25/2020","0","0","0","0","0","0","MT",30,"0","3/30/2020","6/1/20",NA,"","MT",30,"$8.05","$8.05","$8.15","$8.30","$8.65","$8.65","$8.65","$8.65","$8.65","$4.00","$8.75",1,NA,"MT - Montana sets a lower min wage rate for businesses with gross annual sales of $110,000 or less.","MT",30,"2982",2,994,0,"15789.47",34100,0,6.12,"$345.61",NA,"","MT",30,7.22,1062305,147040,1357,3.5,13,39,9992,295.3,1,1,"MT",30,"3/28/2020",0,"0","4/26/2020",NA,"","MT",30,0,"3/17/2020","0",1,2,1,0,0,0,"552","1152","28","41","5/3/2020","11/14/2020","5.8","166","161","0","0",NA,"MT - Work search requirement waived provided the worker stays in contact with the employer and returns to work when opportunity arises","","MT",30,"3/30/2020","5/25/2020","0","0","0"
"28","Nebraska","NE",31,"4/3/2020","0","0","4/9/2020","4/3/2020","4/3/2020","4/9/2020","4/3/2020","0",0,"0","6/1/2020","6/1/2020",0,"0","6/22/2020","6/1/2020","5/4/2020","0","6/22/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"NE - Schools closed in some counties 3/23; order to close schools extended to all counties 4/3","","NE- never closed non-essential retail","NE-reopened 5/4 in some counties; statewide reopening was 5/18","NE- some counties reopened much earlier, date listed reflects when bars in all counties were reopened","NE-4/3 order set rules for how gyms could remain open but never closed them ","NE- reopened theaters 6/1 in most counties (4 excluded)","NE - Non-essential retail was not ordered to be closed but personal care services like nail salons and hairdressers were; 4/3 order set rules for how gyms could remain open (but never closed gyms) and capped gatherings in indoor theaters at 10 persons; 5/4 some counties opened restaurants, personal care. 5/18 all counties permitted to reopen restaurants and personal care","","","NE",31,"0","0",0,0,0,"5/4/2020","0","5/29/2020",NA,"NE- Gov threatened to withhold federal funding from local governments that tried to pass mask laws. ","NE",31,"4/7/2020","6/18/2020","0",0,"NE",31,"3/25/2020","5/31/2020","0","0","0","0","0","0","0","0","3/25/2020","5/31/2020","0","0","0","0","0","0","3/25/2020","5/31/2020","0","0","0","0","0","0","NE",31,"0","0","0",NA,"NE - On 3/24, the state requested (not mandated) that travelers self-quarantine for 14 days if they are coming back from abroad/domestic locations where cases of COVID-19 are widespread","NE",31,"$8.00","$9.00","$9.00","$9.00","$9.00","$9.00","$9.00","$9.00","$9.00","$2.13","$9.00",1,NA,"NE - Minimum wage rates applicable to employers of four or more","NE",31,"4324",2,800,0,"31200",9000,0,5.4,"$290.86",NA,"","NE",31,24.94,1929268,77348,2365,3.5,11,36.6,16904,254.7,1,1,"NE",31,"0",0,"0","0",NA,"","NE",31,0,"3/17/2020","1",1,2,1,0,0,0,"440","1040","26","39","6/14/2020","9/12/2020","5.2","168","179","0","0",NA,"NE - Waiting week has been reinstated but date is unknown","","NE",31,"3/24/2020","8/15/2020","0","0","0"
"29","Nevada","NV",32,"3/16/2020","0","0","3/21/2020","3/21/2020","3/21/2020","3/21/2020","3/21/2020","03/17/2020",0,"0","5/9/2020","5/9/2020",0,"5/29/2020","5/29/2020","5/9/2020","5/29/2020","5/9/2020","5/29/2020","0","06/04/2020","0","7/10/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","","NV - Governor reclosed bars in Washoe and Clark counties","","","NV - 5/9 Retail, personal care, restaurants/bars/breweries that serve food, cannabis dispensaries; 5/17 charter fishing services and for-hire vessel activities reopen; 5/22 outdoor activities at recreational businesses (batting cages, golf courses, shooting ranges, tennis clubs etc) ","","","NV",32,"6/26/2020","0",1,1,0,"5/9/2020","0","0",NA,"NV-  recommended but not required","NV",32,"4/7/2020","7/10/2020","5/13/2020",1,"NV",32,"3/30/2020","10/15/2020","12/15/2020","0","0","0","3/30/2020","10/15/20","12/15/2020","0","3/30/2020","9/1/2020","12/15/2020","0","3/30/2020","9/1/2020","12/15/2020","0","12/15/2020","0","0","0","0","0","12/15/2020","0","NV",32,"0","0","0",NA,"NV - On 5/29, the state strongly discouraged those who have tested positive for COVID-19 but not yet recovered, those who have been presumptively diagnosed with COVID-19 and those who are exhibiting COVID-19 symptoms from traveling to NV, but there is no mandate; On 3/31/2020, the state urged out-of-state visitors and returning residents to self-quarantine for two weeks, but there is no mandate","NV",32,"$8.25","$8.25","$8.25","$8.25","$8.25","$8.25","$9.00","$9.00","$9.00","$8.00","$8.00",1,NA,"NV - Minimum wage rates reflect value for employees not receiving health insurance coverage from their employer; Employees that do receive health insurance coverage have a minimum wage $1 lower (ex. $9 minimum wage for those without health coverage is $8 for those with health coverage)","NV",32,"600",2,200,0,"11250",32500,0.25,5.4,"$333.17",NA,"","NV",32,27.44,3034392,110572,7169,5.6,12.9,36.1,24715,211.6,1,1,"NV",32,"3/31/2020",0,"0","5/9/2020",NA,"","NV",32,0,"3/18/2020","0",1,1,0,0,0,0,"469","1069","26","39","5/3/2020","0","-","-","-","6/7/2020","1/16/2021",NA,"","NV - 20-week EB activation date officially shows up on 8/16 notice","NV",32,"0","0","0","0","0"
"30","New Hampshire","NH",33,"3/16/2020","0","3/16/2020","3/28/2020","3/16/2020","3/28/2020","3/28/2020","3/16/2020","0",0,"0","5/11/2020","5/18/2020",0,"6/1/2020","6/29/2020","5/11/2020","5/29/2020","5/11/2020","6/15/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","NH- 5/18 limited to outdoor dining","","","","NH - 5/11 retail, barber shops, hair salons, golf courses; 5/18 outdoor dining at restaurants","","","NH",33,"11/20/2020","0",0,0,0,"5/1/2020","0","0",NA,"NH-8/11/2020 order requires facemasks at events with over 100 people in attendance.","NH",33,"4/1/2020","5/12/2020","4/13/2020",0,"NH",33,"3/17/2020","7/1/2020","0","0","0","0","3/17/2020","7/1/2020","0","0","0","0","0","0","3/17/2020","7/1/2020","0","0","0","0","0","0","3/27/2020","2/23/2021","9/8/2020","0","NH",33,"11/15/2020","0","0",NA,"NH - Effective 11/15, travelers and residents of NH need to self-quarantine for 10 days following the last date of any travel internationally and domestically outside of the New England states: Maine, Vermont, Massachusetts, Connecticut, and Rhode Island. If the traveler or resident of NH is asymptomatic and has a negative PCR test on or after day 7 of travel-related quarantining, they may shorten or end their quarantine. Travelers and residents of NH do not need to quarantine for 10 days or get tested for COVID-19 if they are fully vaccinated against COVID-19 and more than 14 days have passed since they received the second dose of the COVID-19 vaccine, or they have previously tested positive for active COVID-19 infection (by PCR or antigen testing) in the last 90 days.","NH",33,"$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$3.26","$7.25",0,NA,"","NH",33,"2800",2,1400,0,"27272.73",14000,0.1,7.5,"$260.53",NA,"","NH",33,145.09,1356458,9349,1396,3.6,7.6,40.5,12774,307.3,1,0,"NH",33,"3/28/2020",0,"0","6/16/2020",NA,"","NH",33,0,"3/17/2020","0",0,0,1,1,1,0,"427","1027","26","39","5/10/2020","12/5/2020","5.5","212","220","7/5/2020","10/10/2020",NA,"","","NH",33,"3/17/2020","0","0","0","0"
"31","New Jersey","NJ",34,"3/18/2020","3/18/2020","6/19/2020","3/21/2020","3/16/2020","3/16/2020","3/16/2020","3/16/2020","03/16/2020",0,"11/10/2020","5/18/2020","6/15/2020",1,"9/1/2020","9/4/2020","6/22/2020","6/9/2020","6/15/2020","6/15/2020","6/15/2020","06/26/2020","2/5/2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","","NJ-initial reopening limited to outdoor bars","","","NJ - Bars not technically closed, but most in person alcohol sales prohibited; 5/18 allow construction and retail for curbside pickup","","NJ - Restaurants, cafeterias, dining establishments, and food courts (with or without a liquor license), bars, casinos and liquor license holders must close their indoor dining service from 10PM-5AM. This order did not cease services for outdoor dining, food delivery or take-out services after 10PM. ","NJ",34,"4/8/2020","0",1,1,0,"4/8/2020","0","0",NA,"","NJ",34,"3/25/2020","5/8/2020","4/13/2020",1,"NJ",34,"3/16/2020","1/31/2021","0","0","0","0","0","0","0","0","3/16/2020","1/31/2021","0","0","3/19/2020","1/31/2021","0","0","0","0","0","0","3/27/2020","7/25/2020","0","0","NJ",34,"0","0","0",NA,"NJ - On 11/25 the state advised travelers to complete a travel form and self-quarantine unless traveling from any state outside the immediate region of Connecticut, Delaware, New York, and Pennsylvania. This is voluntary and not a mandate. Previous to this date, NJ had used a method of suggesting quarantine following travel from select states (6/24/2020).","NJ",34,"$8.38","$8.38","$8.44","$8.60","$11.00","$11.00","$11.00","$11.00","$11.00","$3.13","$12.00",0,NA,"","NJ",34,"4400",2,0,0,"26000",35300,0.4,5.4,"$395.10",NA,"","NJ",34,1021.27,8908520,8723,8862,4.9,9.5,34.6,75765,220.7,1,0,"NJ",34,"3/21/2020",0,"0","6/9/2020",NA,"","NJ",34,1,"0","0",1,1,1,0,1,0,"713","1313","26","39","5/3/2020","0","-","-","-","7/5/2020","0",NA,"","","NJ",34,"4/13/2020","0","0","4/13/2020","0"
